"Date","CodeOffice","OfficeName","MopCod","MopDsc","TotalAmountIn","TotalAmountOut"
"2022-06-06",DJPRT,Bureau du Port,CH,paiement chèque,25488986,0.0
"2022-06-06",DJPRT,Bureau du Port,ES,paiement en espèce,3625291.0,0.0
"2022-06-06",DJPTR,Bureau  Hydrocarbures,CH,paiement chèque,47899674,0.0
"2022-06-06",DJREV,Bureau Révision,CH,paiement chèque,1000.0,0.0
"2022-06-06",DJTRS,Bureau Transit,CH,paiement chèque,208000.0,0.0
"2022-06-06",DJTRS,Bureau Transit,ES,paiement en espèce,21000.0,0.0
"2022-06-06",DJUKB,Bureau UKAB HOLDING ,CH,paiement chèque,1860340.0,0.0
"2022-06-06",DJUKB,Bureau UKAB HOLDING ,ES,paiement en espèce,274097.0,0.0
"2022-06-06",DJZEA,Bureau FZ East Africa Holding,CH,paiement chèque,11000.0,0.0
"2022-06-06",DJZEA,Bureau FZ East Africa Holding,ES,paiement en espèce,9000.0,0.0
"2022-06-06",DJZFR,Bureau Zone Franche,CH,paiement chèque,1810484.0,0.0
"2022-06-06",DJZFR,Bureau Zone Franche,ES,paiement en espèce,2000.0,0.0
"2022-06-07",DIFTZ,Djibouti International Free Trade ,CH,paiement chèque,10348963,0.0
"2022-06-07",DIFTZ,Djibouti International Free Trade ,ES,paiement en espèce,3946535.0,0.0
"2022-06-07",DJAFR,Bureau Aéroport Fret,CH,paiement chèque,5267539.0,0.0
"2022-06-07",DJAFR,Bureau Aéroport Fret,ES,paiement en espèce,465922.0,0.0
"2022-06-07",DJAKH,Bureau Khat,CH,paiement chèque,6986656.0,0.0
"2022-06-07",DJAKH,Bureau Khat,ES,paiement en espèce,10977110,0.0
"2022-06-07",DJBAP,Brigade Aéroport Passager,ES,paiement en espèce,16200.0,0.0
"2022-06-07",DJEXO,Bureau Exonérations,CH,paiement chèque,1635236.0,0.0
"2022-06-07",DJEXO,Bureau Exonérations,ES,paiement en espèce,1002982.0,0.0
"2022-06-07",DJFRZ,Bureau Free Zone,CH,paiement chèque,2453044.0,0.0
"2022-06-07",DJFRZ,Bureau Free Zone,ES,paiement en espèce,58000.0,0.0
"2022-06-07",DJPRT,Bureau du Port,CH,paiement chèque,36159367,0.0
"2022-06-07",DJPRT,Bureau du Port,ES,paiement en espèce,4599156.0,0.0
"2022-06-07",DJREV,Bureau Révision,CH,paiement chèque,1626946.0,0.0
"2022-06-07",DJREV,Bureau Révision,ES,paiement en espèce,322500.0,0.0
"2022-06-07",DJTRS,Bureau Transit,CH,paiement chèque,193000.0,0.0
"2022-06-07",DJTRS,Bureau Transit,ES,paiement en espèce,20000.0,0.0
"2022-06-07",DJUKB,Bureau UKAB HOLDING ,CH,paiement chèque,8000.0,0.0
"2022-06-07",DJUKB,Bureau UKAB HOLDING ,ES,paiement en espèce,2131238.0,0.0
"2022-06-07",DJZEA,Bureau FZ East Africa Holding,CH,paiement chèque,7000.0,0.0
"2022-06-07",DJZEA,Bureau FZ East Africa Holding,ES,paiement en espèce,10000.0,0.0
"2022-06-07",DJZFR,Bureau Zone Franche,ES,paiement en espèce,9000.0,0.0
"2022-06-08",DIFTZ,Djibouti International Free Trade ,CH,paiement chèque,6420057.0,0.0
"2022-06-08",DIFTZ,Djibouti International Free Trade ,ES,paiement en espèce,259811.0,0.0
"2022-06-08",DJAFR,Bureau Aéroport Fret,CH,paiement chèque,1246172.0,0.0
"2022-06-08",DJAFR,Bureau Aéroport Fret,ES,paiement en espèce,761985.0,0.0
"2022-06-08",DJAKH,Bureau Khat,CH,paiement chèque,12566254,0.0
"2022-06-08",DJAKH,Bureau Khat,ES,paiement en espèce,6741846.0,0.0
"2022-06-08",DJEXO,Bureau Exonérations,CH,paiement chèque,1251803.0,0.0
"2022-06-08",DJEXO,Bureau Exonérations,ES,paiement en espèce,98249.0,0.0
"2022-06-08",DJFRZ,Bureau Free Zone,CH,paiement chèque,6356306.0,0.0
"2022-06-08",DJFRZ,Bureau Free Zone,ES,paiement en espèce,270993.0,0.0
"2022-06-08",DJPRT,Bureau du Port,CH,paiement chèque,33056322,0.0
"2022-06-08",DJPRT,Bureau du Port,ES,paiement en espèce,1698449.0,4076.0
"2022-06-08",DJPTR,Bureau  Hydrocarbures,ES,paiement en espèce,1000.0,0.0
"2022-06-08",DJREV,Bureau Révision,CH,paiement chèque,215355.0,0.0
"2022-06-08",DJTRS,Bureau Transit,CH,paiement chèque,139000.0,0.0
"2022-06-08",DJTRS,Bureau Transit,ES,paiement en espèce,41000.0,0.0
"2022-06-08",DJUKB,Bureau UKAB HOLDING ,CH,paiement chèque,14000.0,0.0
"2022-06-08",DJUKB,Bureau UKAB HOLDING ,ES,paiement en espèce,20000.0,0.0
"2022-06-08",DJZEA,Bureau FZ East Africa Holding,CH,paiement chèque,349380.0,0.0
"2022-06-08",DJZEA,Bureau FZ East Africa Holding,ES,paiement en espèce,15000.0,0.0
"2022-06-08",DJZFR,Bureau Zone Franche,CH,paiement chèque,3000.0,0.0
"2022-06-08",DJZFR,Bureau Zone Franche,ES,paiement en espèce,2000.0,0.0
"2022-06-09",DIFTZ,Djibouti International Free Trade ,CH,paiement chèque,8063204.0,0.0
"2022-06-09",DIFTZ,Djibouti International Free Trade ,ES,paiement en espèce,200904.0,0.0
"2022-06-09",DJAFR,Bureau Aéroport Fret,CH,paiement chèque,49458.0,0.0
"2022-06-09",DJAFR,Bureau Aéroport Fret,ES,paiement en espèce,588159.0,0.0
"2022-06-09",DJAKH,Bureau Khat,CH,paiement chèque,8117433.0,0.0
"2022-06-09",DJAKH,Bureau Khat,ES,paiement en espèce,5486296.0,0.0
"2022-06-09",DJBAP,Brigade Aéroport Passager,ES,paiement en espèce,177941.0,0.0
"2022-06-09",DJEXO,Bureau Exonérations,CH,paiement chèque,1315108.0,0.0
"2022-06-09",DJEXO,Bureau Exonérations,ES,paiement en espèce,1002519.0,0.0
"2022-06-09",DJFRZ,Bureau Free Zone,CH,paiement chèque,14362589,0.0
"2022-06-09",DJFRZ,Bureau Free Zone,ES,paiement en espèce,497676.0,0.0
"2022-06-09",DJGAR,Bureau de la Gare,ES,paiement en espèce,304450.0,0.0
"2022-06-09",DJPRT,Bureau du Port,CH,paiement chèque,17158255,0.0
"2022-06-09",DJPRT,Bureau du Port,ES,paiement en espèce,5555888.0,0.0
"2022-06-09",DJPTR,Bureau  Hydrocarbures,ES,paiement en espèce,5000.0,0.0
"2022-06-09",DJREV,Bureau Révision,ES,paiement en espèce,1033601.0,0.0
"2022-06-09",DJTRS,Bureau Transit,CH,paiement chèque,247000.0,0.0
"2022-06-09",DJTRS,Bureau Transit,ES,paiement en espèce,16000.0,0.0
"2022-06-09",DJUKB,Bureau UKAB HOLDING ,CH,paiement chèque,11000.0,0.0
"2022-06-09",DJUKB,Bureau UKAB HOLDING ,ES,paiement en espèce,19000.0,0.0
"2022-06-09",DJZEA,Bureau FZ East Africa Holding,CH,paiement chèque,587675.0,0.0
"2022-06-09",DJZEA,Bureau FZ East Africa Holding,ES,paiement en espèce,85458.0,0.0
"2022-06-09",DJZFR,Bureau Zone Franche,CH,paiement chèque,2387951.0,0.0
"2022-06-09",DJZFR,Bureau Zone Franche,ES,paiement en espèce,525921.0,0.0
"2022-06-10",DJAKH,Bureau Khat,ES,paiement en espèce,1724639.0,0.0
"2022-06-10",DJTRS,Bureau Transit,CH,paiement chèque,17000.0,0.0
"2022-06-10",DJTRS,Bureau Transit,ES,paiement en espèce,4000.0,0.0
"2022-06-11",DJAKH,Bureau Khat,ES,paiement en espèce,1428418.0,0.0
"2022-06-11",DJBAP,Brigade Aéroport Passager,ES,paiement en espèce,51415.0,0.0
"2022-06-11",DJTRS,Bureau Transit,CH,paiement chèque,131000.0,0.0
"2022-06-11",DJTRS,Bureau Transit,ES,paiement en espèce,51000.0,0.0
"2022-06-12",DIFTZ,Djibouti International Free Trade ,CH,paiement chèque,2879370.0,0.0
"2022-06-12",DIFTZ,Djibouti International Free Trade ,ES,paiement en espèce,2982712.0,0.0
"2022-06-12",DJAFR,Bureau Aéroport Fret,CH,paiement chèque,626714.0,0.0
"2022-06-12",DJAFR,Bureau Aéroport Fret,ES,paiement en espèce,1702702.0,0.0
"2022-06-12",DJAKH,Bureau Khat,CH,paiement chèque,7076077.0,0.0
"2022-06-12",DJAKH,Bureau Khat,ES,paiement en espèce,10716991,0.0
"2022-06-12",DJBAP,Brigade Aéroport Passager,ES,paiement en espèce,34496.0,0.0
"2022-06-12",DJEXO,Bureau Exonérations,CH,paiement chèque,4635396.0,0.0
"2022-06-12",DJEXO,Bureau Exonérations,ES,paiement en espèce,104947.0,0.0
"2022-06-12",DJFRZ,Bureau Free Zone,CH,paiement chèque,9485294.0,0.0
"2022-06-12",DJFRZ,Bureau Free Zone,ES,paiement en espèce,103417.0,0.0
"2022-06-12",DJPRT,Bureau du Port,CH,paiement chèque,27581456,0.0
"2022-06-12",DJPRT,Bureau du Port,ES,paiement en espèce,12345923,0.0
"2022-06-12",DJPST,Bureau  Poste,CH,paiement chèque,337035.0,0.0
"2022-06-12",DJPTR,Bureau  Hydrocarbures,CH,paiement chèque,70420378,0.0
"2022-06-12",DJREV,Bureau Révision,ES,paiement en espèce,3000.0,0.0
"2022-06-12",DJTRS,Bureau Transit,CH,paiement chèque,226000.0,0.0
"2022-06-12",DJTRS,Bureau Transit,ES,paiement en espèce,46000.0,0.0
"2022-06-12",DJUKB,Bureau UKAB HOLDING ,CH,paiement chèque,5000.0,0.0
"2022-06-12",DJUKB,Bureau UKAB HOLDING ,ES,paiement en espèce,18000.0,0.0
"2022-06-12",DJZEA,Bureau FZ East Africa Holding,CH,paiement chèque,8000.0,0.0
"2022-06-12",DJZEA,Bureau FZ East Africa Holding,ES,paiement en espèce,28000.0,0.0
"2022-06-12",DJZFR,Bureau Zone Franche,CH,paiement chèque,900806.0,0.0
"2022-06-12",DJZFR,Bureau Zone Franche,ES,paiement en espèce,530824.0,0.0
"2022-06-13",DIFTZ,Djibouti International Free Trade ,CH,paiement chèque,7156962.0,0.0
"2022-06-13",DIFTZ,Djibouti International Free Trade ,ES,paiement en espèce,24000.0,0.0
"2022-06-13",DJAFR,Bureau Aéroport Fret,CH,paiement chèque,6793752.0,0.0
"2022-06-13",DJAFR,Bureau Aéroport Fret,ES,paiement en espèce,2464730.0,0.0
"2022-06-13",DJAKH,Bureau Khat,CH,paiement chèque,14158747,0.0
"2022-06-13",DJAKH,Bureau Khat,ES,paiement en espèce,11240561,0.0
"2022-06-13",DJBAP,Brigade Aéroport Passager,ES,paiement en espèce,34224.0,0.0
"2022-06-13",DJEXO,Bureau Exonérations,CH,paiement chèque,3901401.0,0.0
"2022-06-13",DJEXO,Bureau Exonérations,ES,paiement en espèce,219712.0,0.0
"2022-06-13",DJFRZ,Bureau Free Zone,CH,paiement chèque,6225915.0,0.0
"2022-06-13",DJFRZ,Bureau Free Zone,ES,paiement en espèce,53000.0,0.0
"2022-06-13",DJPRT,Bureau du Port,CH,paiement chèque,22769960,0.0
"2022-06-13",DJPRT,Bureau du Port,ES,paiement en espèce,4111657.0,0.0
"2022-06-13",DJPTR,Bureau  Hydrocarbures,CH,paiement chèque,11152684,0.0
"2022-06-13",DJPTR,Bureau  Hydrocarbures,ES,paiement en espèce,1000.0,0.0
"2022-06-13",DJREV,Bureau Révision,CH,paiement chèque,3163459.0,0.0
"2022-06-13",DJTRS,Bureau Transit,CH,paiement chèque,100000.0,0.0
"2022-06-13",DJTRS,Bureau Transit,ES,paiement en espèce,20000.0,0.0
"2022-06-13",DJUKB,Bureau UKAB HOLDING ,CH,paiement chèque,10000.0,0.0
"2022-06-13",DJUKB,Bureau UKAB HOLDING ,ES,paiement en espèce,1116724.0,0.0
"2022-06-13",DJZEA,Bureau FZ East Africa Holding,CH,paiement chèque,10000.0,0.0
"2022-06-13",DJZEA,Bureau FZ East Africa Holding,ES,paiement en espèce,1298098.0,0.0
"2022-06-13",DJZFR,Bureau Zone Franche,CH,paiement chèque,2536481.0,0.0
"2022-06-13",DJZFR,Bureau Zone Franche,ES,paiement en espèce,4000.0,0.0
"2022-06-14",DIFTZ,Djibouti International Free Trade ,CH,paiement chèque,1738041.0,0.0
"2022-06-14",DIFTZ,Djibouti International Free Trade ,ES,paiement en espèce,762174.0,0.0
"2022-06-14",DJAFR,Bureau Aéroport Fret,CH,paiement chèque,1995168.0,0.0
"2022-06-14",DJAFR,Bureau Aéroport Fret,ES,paiement en espèce,941487.0,0.0
"2022-06-14",DJAKH,Bureau Khat,CH,paiement chèque,107835813,0.0
"2022-06-14",DJAKH,Bureau Khat,ES,paiement en espèce,7531682.0,0.0
"2022-06-14",DJBAP,Brigade Aéroport Passager,ES,paiement en espèce,186390.0,0.0
"2022-06-14",DJEXO,Bureau Exonérations,CH,paiement chèque,677854.0,0.0
"2022-06-14",DJEXO,Bureau Exonérations,ES,paiement en espèce,16648.0,0.0
"2022-06-14",DJFRZ,Bureau Free Zone,CH,paiement chèque,2120610.0,0.0
"2022-06-14",DJFRZ,Bureau Free Zone,ES,paiement en espèce,5339823.0,0.0
"2022-06-14",DJPRT,Bureau du Port,CH,paiement chèque,41960724,0.0
"2022-06-14",DJPRT,Bureau du Port,ES,paiement en espèce,2440395.0,0.0
"2022-06-14",DJPTR,Bureau  Hydrocarbures,ES,paiement en espèce,1000.0,0.0
"2022-06-14",DJREV,Bureau Révision,CH,paiement chèque,662440.0,0.0
"2022-06-14",DJREV,Bureau Révision,ES,paiement en espèce,1000.0,0.0
"2022-06-14",DJTRS,Bureau Transit,CH,paiement chèque,64000.0,0.0
"2022-06-14",DJTRS,Bureau Transit,ES,paiement en espèce,19000.0,0.0
"2022-06-14",DJUKB,Bureau UKAB HOLDING ,CH,paiement chèque,3000.0,0.0
"2022-06-14",DJUKB,Bureau UKAB HOLDING ,ES,paiement en espèce,8000.0,0.0
"2022-06-14",DJZEA,Bureau FZ East Africa Holding,CH,paiement chèque,8000.0,0.0
"2022-06-14",DJZEA,Bureau FZ East Africa Holding,ES,paiement en espèce,22000.0,0.0
"2022-06-14",DJZFR,Bureau Zone Franche,CH,paiement chèque,1871126.0,0.0
"2022-06-14",DJZFR,Bureau Zone Franche,ES,paiement en espèce,1394982.0,0.0
"2022-06-15",DIFTZ,Djibouti International Free Trade ,CH,paiement chèque,3146934.0,0.0
"2022-06-15",DIFTZ,Djibouti International Free Trade ,ES,paiement en espèce,28000.0,0.0
"2022-06-15",DJAFR,Bureau Aéroport Fret,CH,paiement chèque,489082.0,0.0
"2022-06-15",DJAFR,Bureau Aéroport Fret,ES,paiement en espèce,608682.0,0.0
"2022-06-15",DJAKH,Bureau Khat,CH,paiement chèque,1321073.0,0.0
"2022-06-15",DJAKH,Bureau Khat,ES,paiement en espèce,5269453.0,0.0
"2022-06-15",DJEXO,Bureau Exonérations,CH,paiement chèque,1927584.0,0.0
"2022-06-15",DJEXO,Bureau Exonérations,ES,paiement en espèce,47784.0,0.0
"2022-06-15",DJFRZ,Bureau Free Zone,CH,paiement chèque,16086346,0.0
"2022-06-15",DJFRZ,Bureau Free Zone,ES,paiement en espèce,65997.0,0.0
"2022-06-15",DJPRT,Bureau du Port,CH,paiement chèque,17962311,0.0
"2022-06-15",DJPRT,Bureau du Port,ES,paiement en espèce,14668545,0.0
"2022-06-15",DJPTR,Bureau  Hydrocarbures,ES,paiement en espèce,1000.0,0.0
"2022-06-15",DJREV,Bureau Révision,CH,paiement chèque,2140420.0,0.0
"2022-06-15",DJTRS,Bureau Transit,CH,paiement chèque,127000.0,0.0
"2022-06-15",DJTRS,Bureau Transit,ES,paiement en espèce,40000.0,0.0
"2022-06-15",DJUKB,Bureau UKAB HOLDING ,CH,paiement chèque,5000.0,0.0
"2022-06-15",DJUKB,Bureau UKAB HOLDING ,ES,paiement en espèce,19000.0,0.0
"2022-06-15",DJZEA,Bureau FZ East Africa Holding,CH,paiement chèque,1445273.0,0.0
"2022-06-15",DJZEA,Bureau FZ East Africa Holding,ES,paiement en espèce,17000.0,0.0
"2022-06-15",DJZFR,Bureau Zone Franche,CH,paiement chèque,2049132.0,0.0
"2022-06-15",DJZFR,Bureau Zone Franche,ES,paiement en espèce,526780.0,0.0
"2022-06-16",DIFTZ,Djibouti International Free Trade ,CH,paiement chèque,563190.0,0.0
"2022-06-16",DIFTZ,Djibouti International Free Trade ,ES,paiement en espèce,74838.0,0.0
"2022-06-16",DJAFR,Bureau Aéroport Fret,CH,paiement chèque,2099378.0,0.0
"2022-06-16",DJAFR,Bureau Aéroport Fret,ES,paiement en espèce,2184201.0,12000.0
"2022-06-16",DJAKH,Bureau Khat,CH,paiement chèque,12497397,0.0
"2022-06-16",DJAKH,Bureau Khat,ES,paiement en espèce,6792098.0,0.0
"2022-06-16",DJBAP,Brigade Aéroport Passager,ES,paiement en espèce,52475.0,0.0
"2022-06-16",DJEXO,Bureau Exonérations,CH,paiement chèque,1190757.0,0.0
"2022-06-16",DJEXO,Bureau Exonérations,ES,paiement en espèce,1003115.0,0.0
"2022-06-16",DJFRZ,Bureau Free Zone,CH,paiement chèque,3000837.0,0.0
"2022-06-16",DJFRZ,Bureau Free Zone,ES,paiement en espèce,185652.0,0.0
"2022-06-16",DJPRT,Bureau du Port,CH,paiement chèque,22043089,0.0
"2022-06-16",DJPRT,Bureau du Port,ES,paiement en espèce,12028012,0.0
"2022-06-16",DJPTR,Bureau  Hydrocarbures,CH,paiement chèque,9841862.0,0.0
"2022-06-16",DJREV,Bureau Révision,CH,paiement chèque,34517337,0.0
"2022-06-16",DJREV,Bureau Révision,ES,paiement en espèce,752882.0,0.0
"2022-06-16",DJTRS,Bureau Transit,CH,paiement chèque,211000.0,0.0
"2022-06-16",DJTRS,Bureau Transit,ES,paiement en espèce,34000.0,0.0
"2022-06-16",DJUKB,Bureau UKAB HOLDING ,CH,paiement chèque,11000.0,0.0
"2022-06-16",DJUKB,Bureau UKAB HOLDING ,ES,paiement en espèce,1283494.0,0.0
"2022-06-16",DJZEA,Bureau FZ East Africa Holding,CH,paiement chèque,5000.0,0.0
"2022-06-16",DJZEA,Bureau FZ East Africa Holding,ES,paiement en espèce,327672.0,0.0
"2022-06-16",DJZFR,Bureau Zone Franche,CH,paiement chèque,1673569.0,0.0
"2022-06-16",DJZFR,Bureau Zone Franche,ES,paiement en espèce,3000.0,0.0
"2022-06-17",DJAKH,Bureau Khat,ES,paiement en espèce,2226739.0,0.0
"2022-06-17",DJTRS,Bureau Transit,CH,paiement chèque,7000.0,0.0
"2022-06-17",DJTRS,Bureau Transit,ES,paiement en espèce,5000.0,0.0
"2022-06-18",DJAKH,Bureau Khat,ES,paiement en espèce,234148.0,0.0
"2022-06-18",DJBAP,Brigade Aéroport Passager,ES,paiement en espèce,21813.0,0.0
"2022-06-18",DJTRS,Bureau Transit,CH,paiement chèque,100000.0,0.0
"2022-06-18",DJTRS,Bureau Transit,ES,paiement en espèce,35000.0,0.0
"2022-06-19",DIFTZ,Djibouti International Free Trade ,CH,paiement chèque,2287275.0,0.0
"2022-06-19",DIFTZ,Djibouti International Free Trade ,ES,paiement en espèce,31000.0,0.0
"2022-06-19",DJAFR,Bureau Aéroport Fret,CH,paiement chèque,2613479.0,0.0
"2022-06-19",DJAFR,Bureau Aéroport Fret,ES,paiement en espèce,582726.0,0.0
"2022-06-19",DJAKH,Bureau Khat,CH,paiement chèque,14921813,0.0
"2022-06-19",DJAKH,Bureau Khat,ES,paiement en espèce,10129408,0.0
"2022-06-19",DJBAP,Brigade Aéroport Passager,ES,paiement en espèce,162178.0,0.0
"2022-06-19",DJEXO,Bureau Exonérations,CH,paiement chèque,5000.0,0.0
"2022-06-19",DJEXO,Bureau Exonérations,ES,paiement en espèce,601212.0,0.0
"2022-06-19",DJFRZ,Bureau Free Zone,CH,paiement chèque,5300919.0,0.0
"2022-06-19",DJFRZ,Bureau Free Zone,ES,paiement en espèce,797654.0,0.0
"2022-06-19",DJPRT,Bureau du Port,CH,paiement chèque,23852629,0.0
"2022-06-19",DJPRT,Bureau du Port,ES,paiement en espèce,15005501,0.0
"2022-06-19",DJREV,Bureau Révision,ES,paiement en espèce,28065.0,0.0
"2022-06-19",DJTRS,Bureau Transit,CH,paiement chèque,217000.0,0.0
"2022-06-19",DJTRS,Bureau Transit,ES,paiement en espèce,47000.0,0.0
"2022-06-19",DJUKB,Bureau UKAB HOLDING ,CH,paiement chèque,9000.0,0.0
"2022-06-19",DJUKB,Bureau UKAB HOLDING ,ES,paiement en espèce,8000.0,0.0
"2022-06-19",DJZEA,Bureau FZ East Africa Holding,CH,paiement chèque,17000.0,0.0
"2022-06-19",DJZEA,Bureau FZ East Africa Holding,ES,paiement en espèce,41544.0,0.0
"2022-06-19",DJZFR,Bureau Zone Franche,CH,paiement chèque,2000.0,0.0
"2022-06-19",DJZFR,Bureau Zone Franche,ES,paiement en espèce,1000.0,0.0
"2022-06-20",DIFTZ,Djibouti International Free Trade ,CH,paiement chèque,5000569.0,0.0
"2022-06-20",DIFTZ,Djibouti International Free Trade ,ES,paiement en espèce,37000.0,0.0
"2022-06-20",DJAFR,Bureau Aéroport Fret,CH,paiement chèque,383850.0,0.0
"2022-06-20",DJAFR,Bureau Aéroport Fret,ES,paiement en espèce,819010.0,0.0
"2022-06-20",DJAKH,Bureau Khat,CH,paiement chèque,9638252.0,0.0
"2022-06-20",DJAKH,Bureau Khat,ES,paiement en espèce,15178964,0.0
"2022-06-20",DJBAP,Brigade Aéroport Passager,ES,paiement en espèce,98520.0,0.0
"2022-06-20",DJEXO,Bureau Exonérations,CH,paiement chèque,1683727.0,0.0
"2022-06-20",DJEXO,Bureau Exonérations,ES,paiement en espèce,48270.0,0.0
"2022-06-20",DJFRZ,Bureau Free Zone,CH,paiement chèque,18858899,0.0
"2022-06-20",DJFRZ,Bureau Free Zone,ES,paiement en espèce,6463340.0,0.0
"2022-06-20",DJPRT,Bureau du Port,CH,paiement chèque,16416503,0.0
"2022-06-20",DJPRT,Bureau du Port,ES,paiement en espèce,10663498,0.0
"2022-06-20",DJPTR,Bureau  Hydrocarbures,CH,paiement chèque,19424246,0.0
"2022-06-20",DJPTR,Bureau  Hydrocarbures,ES,paiement en espèce,4000.0,0.0
"2022-06-20",DJREV,Bureau Révision,CH,paiement chèque,2008236.0,0.0
"2022-06-20",DJREV,Bureau Révision,ES,paiement en espèce,1000.0,0.0
"2022-06-20",DJTRS,Bureau Transit,CH,paiement chèque,184000.0,0.0
"2022-06-20",DJTRS,Bureau Transit,ES,paiement en espèce,43000.0,0.0
"2022-06-20",DJUKB,Bureau UKAB HOLDING ,CH,paiement chèque,5000.0,0.0
"2022-06-20",DJUKB,Bureau UKAB HOLDING ,ES,paiement en espèce,12000.0,0.0
"2022-06-20",DJZEA,Bureau FZ East Africa Holding,CH,paiement chèque,28170250,14079125
"2022-06-20",DJZEA,Bureau FZ East Africa Holding,ES,paiement en espèce,9000.0,0.0
"2022-06-20",DJZFR,Bureau Zone Franche,CH,paiement chèque,3682831.0,0.0
"2022-06-21",DIFTZ,Djibouti International Free Trade ,CH,paiement chèque,7942185.0,0.0
"2022-06-21",DIFTZ,Djibouti International Free Trade ,ES,paiement en espèce,1521666.0,0.0
"2022-06-21",DJAFR,Bureau Aéroport Fret,CH,paiement chèque,1076474.0,0.0
"2022-06-21",DJAFR,Bureau Aéroport Fret,ES,paiement en espèce,259060.0,0.0
"2022-06-21",DJAKH,Bureau Khat,CH,paiement chèque,8848258.0,0.0
"2022-06-21",DJAKH,Bureau Khat,ES,paiement en espèce,13093958,0.0
"2022-06-21",DJBAP,Brigade Aéroport Passager,ES,paiement en espèce,23260.0,0.0
"2022-06-21",DJEXO,Bureau Exonérations,CH,paiement chèque,1519092.0,0.0
"2022-06-21",DJEXO,Bureau Exonérations,ES,paiement en espèce,53888.0,0.0
"2022-06-21",DJFRZ,Bureau Free Zone,CH,paiement chèque,11605728,0.0
"2022-06-21",DJFRZ,Bureau Free Zone,ES,paiement en espèce,837141.0,0.0
"2022-06-21",DJGAR,Bureau de la Gare,ES,paiement en espèce,486450.0,0.0
"2022-06-21",DJPRT,Bureau du Port,CH,paiement chèque,13171633,0.0
"2022-06-21",DJPRT,Bureau du Port,ES,paiement en espèce,4315950.0,0.0
"2022-06-21",DJPTR,Bureau  Hydrocarbures,CH,paiement chèque,46645675,0.0
"2022-06-21",DJPTR,Bureau  Hydrocarbures,ES,paiement en espèce,1000.0,0.0
"2022-06-21",DJREV,Bureau Révision,ES,paiement en espèce,3756600.0,0.0
"2022-06-21",DJTRS,Bureau Transit,CH,paiement chèque,187000.0,0.0
"2022-06-21",DJTRS,Bureau Transit,ES,paiement en espèce,34000.0,0.0
"2022-06-21",DJUKB,Bureau UKAB HOLDING ,CH,paiement chèque,1857100.0,0.0
"2022-06-21",DJUKB,Bureau UKAB HOLDING ,ES,paiement en espèce,299035.0,0.0
"2022-06-21",DJZEA,Bureau FZ East Africa Holding,CH,paiement chèque,18000.0,0.0
"2022-06-21",DJZEA,Bureau FZ East Africa Holding,ES,paiement en espèce,973719.0,0.0
"2022-06-21",DJZFR,Bureau Zone Franche,ES,paiement en espèce,7000.0,0.0
"2022-06-22",DIFTZ,Djibouti International Free Trade ,CH,paiement chèque,3112813.0,0.0
"2022-06-22",DIFTZ,Djibouti International Free Trade ,ES,paiement en espèce,354611.0,0.0
"2022-06-22",DJAFR,Bureau Aéroport Fret,CH,paiement chèque,1040189.0,0.0
"2022-06-22",DJAFR,Bureau Aéroport Fret,ES,paiement en espèce,1625167.0,0.0
"2022-06-22",DJAKH,Bureau Khat,CH,paiement chèque,112549421,0.0
"2022-06-22",DJAKH,Bureau Khat,ES,paiement en espèce,5358256.0,0.0
"2022-06-22",DJBAP,Brigade Aéroport Passager,ES,paiement en espèce,24010.0,0.0
"2022-06-22",DJEXO,Bureau Exonérations,CH,paiement chèque,488634.0,0.0
"2022-06-22",DJEXO,Bureau Exonérations,ES,paiement en espèce,452645.0,0.0
"2022-06-22",DJFRZ,Bureau Free Zone,CH,paiement chèque,4099556.0,0.0
"2022-06-22",DJFRZ,Bureau Free Zone,ES,paiement en espèce,66000.0,0.0
"2022-06-22",DJPRT,Bureau du Port,CH,paiement chèque,31033195,0.0
"2022-06-22",DJPRT,Bureau du Port,ES,paiement en espèce,9242611.0,0.0
"2022-06-22",DJPTR,Bureau  Hydrocarbures,CH,paiement chèque,66088790,0.0
"2022-06-22",DJREV,Bureau Révision,CH,paiement chèque,22267699,0.0
"2022-06-22",DJREV,Bureau Révision,ES,paiement en espèce,45375.0,0.0
"2022-06-22",DJTRS,Bureau Transit,CH,paiement chèque,139000.0,0.0
"2022-06-22",DJTRS,Bureau Transit,ES,paiement en espèce,40000.0,0.0
"2022-06-22",DJUKB,Bureau UKAB HOLDING ,CH,paiement chèque,4000.0,0.0
"2022-06-22",DJUKB,Bureau UKAB HOLDING ,ES,paiement en espèce,9000.0,0.0
"2022-06-22",DJZEA,Bureau FZ East Africa Holding,CH,paiement chèque,11000.0,0.0
"2022-06-22",DJZEA,Bureau FZ East Africa Holding,ES,paiement en espèce,278563.0,0.0
"2022-06-22",DJZFR,Bureau Zone Franche,CH,paiement chèque,4212902.0,0.0
"2022-06-22",DJZFR,Bureau Zone Franche,ES,paiement en espèce,1000.0,0.0
"2022-06-23",DIFTZ,Djibouti International Free Trade ,CH,paiement chèque,184637.0,0.0
"2022-06-23",DIFTZ,Djibouti International Free Trade ,ES,paiement en espèce,1689560.0,0.0
"2022-06-23",DJAFR,Bureau Aéroport Fret,CH,paiement chèque,4249220.0,0.0
"2022-06-23",DJAFR,Bureau Aéroport Fret,ES,paiement en espèce,1881426.0,0.0
"2022-06-23",DJAKH,Bureau Khat,CH,paiement chèque,5283902.0,0.0
