Date	CodeOffice	OfficeName	MopCod	MopDsc	TotalAmountIn	TotalAmountOut
01/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	138740.0	0.0
01/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	1000.0	0.0
01/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	32000.0	0.0
02/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	1731334.0	0.0
02/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	39000.0	0.0
02/01/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	419749.0	0.0
02/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	1259608.0	0.0
02/01/2024	DJAKH	Bureau Khat	CH	paiement chèque	24022339	0.0
02/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	12857494	0.0
02/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	24824.0	0.0
02/01/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	254000.0	0.0
02/01/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	89176.0	0.0
02/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	10258414	0.0
02/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	2592456.0	0.0
02/01/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	339934.0	0.0
02/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	25745114	0.0
02/01/2024	DJPRT	Bureau du Port	ES	paiement en espèce	7256705.0	0.0
02/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	54000.0	0.0
02/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	30000.0	0.0
02/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	4000.0	0.0
02/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	25000.0	0.0
02/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	3000.0	0.0
02/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	7000.0	0.0
02/01/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	2000.0	0.0
03/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	4166878.0	0.0
03/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	969715.0	0.0
03/01/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	2789647.0	0.0
03/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	723380.0	0.0
03/01/2024	DJAKH	Bureau Khat	CH	paiement chèque	16373913	0.0
03/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	10022783	0.0
03/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	13425.0	0.0
03/01/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	6761963.0	0.0
03/01/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	857298.0	0.0
03/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	9122314.0	0.0
03/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	2715669.0	0.0
03/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	15052367	0.0
03/01/2024	DJPRT	Bureau du Port	ES	paiement en espèce	5100561.0	0.0
03/01/2024	DJPTR	Bureau  Hydrocarbures	CH	paiement chèque	2000.0	0.0
03/01/2024	DJREV	Bureau Révision	ES	paiement en espèce	1000.0	0.0
03/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	128000.0	0.0
03/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	35000.0	0.0
03/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	18000.0	0.0
03/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	20000.0	0.0
03/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	8000.0	0.0
03/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	2583662.0	0.0
03/01/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	1201998.0	0.0
03/01/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	2347801.0	0.0
04/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	3161663.0	0.0
04/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	766117.0	0.0
04/01/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	952055.0	0.0
04/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	408752.0	0.0
04/01/2024	DJAKH	Bureau Khat	CH	paiement chèque	5912740.0	0.0
04/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	7077476.0	0.0
04/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	82559.0	0.0
04/01/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	1603844.0	0.0
04/01/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	48238.0	0.0
04/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	12493790	0.0
04/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	1194518.0	0.0
04/01/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	4146130.0	0.0
04/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	14611435	0.0
04/01/2024	DJPRT	Bureau du Port	ES	paiement en espèce	9747136.0	0.0
04/01/2024	DJREV	Bureau Révision	CH	paiement chèque	1000.0	0.0
04/01/2024	DJREV	Bureau Révision	ES	paiement en espèce	1000.0	0.0
04/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	128000.0	0.0
04/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	13000.0	0.0
04/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	11000.0	0.0
04/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	26000.0	0.0
04/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	12000.0	0.0
04/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	23000.0	0.0
04/01/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	1898951.0	0.0
05/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	32878.0	0.0
05/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	50000.0	0.0
05/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	8000.0	0.0
06/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	3000.0	0.0
06/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	30000.0	0.0
06/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	96796.0	0.0
06/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	3845762.0	0.0
06/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	54000.0	0.0
06/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	635958.0	0.0
06/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	1515089.0	0.0
06/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	3377576.0	0.0
06/01/2024	DJPRT	Bureau du Port	ES	paiement en espèce	2015702.0	0.0
06/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	191000.0	0.0
06/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	28000.0	0.0
06/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	5000.0	0.0
06/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	6000.0	0.0
06/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	6000.0	0.0
06/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	12000.0	0.0
06/01/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	2000.0	0.0
06/01/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	1000.0	0.0
07/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	2000167.0	0.0
07/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	99180.0	0.0
07/01/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	156772.0	0.0
07/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	745780.0	0.0
07/01/2024	DJAKH	Bureau Khat	CH	paiement chèque	6676797.0	0.0
07/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	26838819	0.0
07/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	40050.0	0.0
07/01/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	1319484.0	0.0
07/01/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	193567.0	0.0
07/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	1109164.0	0.0
07/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	2115378.0	0.0
07/01/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	5347400.0	0.0
07/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	21934542	0.0
07/01/2024	DJPRT	Bureau du Port	ES	paiement en espèce	13453296	0.0
07/01/2024	DJPTR	Bureau  Hydrocarbures	CH	paiement chèque	54891840	0.0
07/01/2024	DJTRS	Bureau Transit	CC	Chèque Certifiée	1000.0	0.0
07/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	257000.0	0.0
07/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	22000.0	0.0
07/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	8000.0	0.0
07/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	12000.0	0.0
07/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	9000.0	0.0
07/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	36000.0	0.0
07/01/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	1690669.0	0.0
07/01/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	5000.0	0.0
08/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	1470977.0	0.0
08/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	628701.0	0.0
08/01/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	2336968.0	0.0
08/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	302359.0	0.0
08/01/2024	DJAKH	Bureau Khat	CH	paiement chèque	26457370	0.0
08/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	14227959	0.0
08/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	14300.0	0.0
08/01/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	3446589.0	0.0
08/01/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	78631.0	0.0
08/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	8484455.0	0.0
08/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	2947989.0	0.0
08/01/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	218226.0	0.0
08/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	13535581	0.0
08/01/2024	DJPRT	Bureau du Port	ES	paiement en espèce	42322486	0.0
08/01/2024	DJPTR	Bureau  Hydrocarbures	ES	paiement en espèce	1000.0	0.0
08/01/2024	DJREV	Bureau Révision	ES	paiement en espèce	538798.0	0.0
08/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	212000.0	0.0
08/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	23000.0	0.0
08/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	7236636.0	0.0
08/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	13000.0	0.0
08/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	22884292	0.0
08/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	15000.0	0.0
08/01/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	1000.0	0.0
08/01/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	1000.0	0.0
09/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	2655262.0	0.0
09/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	5322898.0	0.0
09/01/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	1129549.0	0.0
09/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	2167754.0	0.0
09/01/2024	DJAKH	Bureau Khat	CH	paiement chèque	30856112	0.0
09/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	3510803.0	0.0
09/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	217994.0	0.0
09/01/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	435455.0	0.0
09/01/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	145138.0	0.0
09/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	15631189	0.0
09/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	562619.0	0.0
09/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	84518877	0.0
09/01/2024	DJPRT	Bureau du Port	ES	paiement en espèce	6022161.0	0.0
09/01/2024	DJREV	Bureau Révision	ES	paiement en espèce	1000.0	0.0
09/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	168000.0	0.0
09/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	22000.0	0.0
09/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	12000.0	0.0
09/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	10000.0	0.0
09/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	377294.0	0.0
09/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	15000.0	0.0
09/01/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	519586.0	0.0
09/01/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	3000.0	0.0
10/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	4169016.0	0.0
10/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	2325815.0	0.0
10/01/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	6912843.0	0.0
10/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	1101437.0	0.0
10/01/2024	DJAKH	Bureau Khat	CH	paiement chèque	3084688.0	0.0
10/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	6726043.0	0.0
10/01/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	143733.0	0.0
10/01/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	780930.0	0.0
10/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	15323251	0.0
10/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	1029064.0	0.0
10/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	13715000	0.0
10/01/2024	DJPRT	Bureau du Port	ES	paiement en espèce	5203736.0	0.0
10/01/2024	DJREV	Bureau Révision	ES	paiement en espèce	1000.0	0.0
10/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	132000.0	0.0
10/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	15000.0	0.0
10/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	3000.0	0.0
10/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	10000.0	0.0
10/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	12000.0	0.0
10/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	17000.0	0.0
10/01/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	5000.0	0.0
10/01/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	1383647.0	0.0
11/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	5203194.0	0.0
11/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	73450.0	0.0
11/01/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	840525.0	0.0
11/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	1088524.0	0.0
11/01/2024	DJAKH	Bureau Khat	CH	paiement chèque	1551408.0	0.0
11/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	8198272.0	0.0
11/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	283720.0	0.0
11/01/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	2646958.0	0.0
11/01/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	1998538.0	0.0
11/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	5183808.0	0.0
11/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	1834071.0	0.0
11/01/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	4060110.0	0.0
11/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	16715023	0.0
11/01/2024	DJPRT	Bureau du Port	ES	paiement en espèce	7226588.0	0.0
11/01/2024	DJPTR	Bureau  Hydrocarbures	CH	paiement chèque	134440794	0.0
11/01/2024	DJREV	Bureau Révision	ES	paiement en espèce	298006.0	0.0
11/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	181000.0	0.0
11/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	35000.0	0.0
11/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	32000.0	0.0
11/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	10000.0	0.0
11/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	6000.0	0.0
11/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	1511601.0	0.0
11/01/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	4029149.0	0.0
11/01/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	4000.0	0.0
12/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	51190.0	0.0
12/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	7000.0	0.0
12/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	19000.0	0.0
13/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	3000.0	0.0
13/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	36000.0	0.0
13/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	118876.0	0.0
13/01/2024	DJAKH	Bureau Khat	CH	paiement chèque	37702660	0.0
13/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	2627657.0	0.0
13/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	6000.0	0.0
13/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	1382518.0	0.0
13/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	2000.0	0.0
13/01/2024	DJPTR	Bureau  Hydrocarbures	CH	paiement chèque	64765120	0.0
13/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	162000.0	0.0
13/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	8000.0	0.0
13/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	1000.0	0.0
13/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	12000.0	0.0
13/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	5000.0	0.0
13/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	17000.0	0.0
14/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	2547764.0	0.0
14/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	88181.0	0.0
14/01/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	488914.0	0.0
14/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	503129.0	0.0
14/01/2024	DJAKH	Bureau Khat	CH	paiement chèque	11664816	0.0
14/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	25399661	0.0
14/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	132890.0	0.0
14/01/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	802930.0	0.0
14/01/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	48236.0	0.0
14/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	8654069.0	0.0
14/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	555279.0	0.0
14/01/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	5720459.0	0.0
14/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	13499498	0.0
14/01/2024	DJPRT	Bureau du Port	ES	paiement en espèce	3290560.0	0.0
14/01/2024	DJPTR	Bureau  Hydrocarbures	ES	paiement en espèce	2000.0	0.0
14/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	238000.0	0.0
14/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	30000.0	0.0
14/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	15000.0	0.0
14/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	11000.0	0.0
14/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	32668825	0.0
14/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	259946.0	0.0
14/01/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	3511968.0	0.0
14/01/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	3000.0	0.0
15/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	1980628.0	0.0
15/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	25000.0	0.0
15/01/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	1239377.0	0.0
15/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	318153.0	0.0
15/01/2024	DJAKH	Bureau Khat	CH	paiement chèque	29667819	0.0
15/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	14286657	0.0
15/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	89750.0	0.0
15/01/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	275133.0	0.0
15/01/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	204031.0	0.0
15/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	10698060	0.0
15/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	4408089.0	0.0
15/01/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	172400.0	0.0
15/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	8091692.0	0.0
15/01/2024	DJPRT	Bureau du Port	ES	paiement en espèce	7927906.0	0.0
15/01/2024	DJREV	Bureau Révision	CH	paiement chèque	2929014.0	0.0
15/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	161000.0	0.0
15/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	22000.0	0.0
15/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	2928155.0	0.0
15/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	42000.0	0.0
15/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	3072160.0	0.0
15/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	13000.0	0.0
15/01/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	755277.0	0.0
15/01/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	1377684.0	0.0
16/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	8447424.0	0.0
16/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	1368459.0	0.0
16/01/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	709182.0	0.0
16/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	697959.0	0.0
16/01/2024	DJAKH	Bureau Khat	CH	paiement chèque	8672941.0	0.0
16/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	3427973.0	0.0
16/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	197895.0	0.0
16/01/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	434107.0	0.0
16/01/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	9634.0	0.0
16/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	13980494	0.0
16/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	98028.0	0.0
16/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	17263624	0.0
16/01/2024	DJPRT	Bureau du Port	ES	paiement en espèce	11871312	0.0
16/01/2024	DJPTR	Bureau  Hydrocarbures	CH	paiement chèque	111149298	0.0
16/01/2024	DJREV	Bureau Révision	CH	paiement chèque	2000.0	0.0
16/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	137000.0	0.0
16/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	20000.0	0.0
16/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	6000.0	0.0
16/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	32000.0	0.0
16/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	140638.0	0.0
16/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	735242.0	0.0
16/01/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	363687.0	0.0
16/01/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	4000.0	0.0
17/01/2024	DIFTZ	Djibouti International Free Trade 	CH	paiement chèque	2845904.0	0.0
17/01/2024	DIFTZ	Djibouti International Free Trade 	ES	paiement en espèce	10123160	0.0
17/01/2024	DJAFR	Bureau Aéroport Fret	CH	paiement chèque	1491212.0	0.0
17/01/2024	DJAFR	Bureau Aéroport Fret	ES	paiement en espèce	452399.0	0.0
17/01/2024	DJAKH	Bureau Khat	CH	paiement chèque	2612017.0	0.0
17/01/2024	DJAKH	Bureau Khat	ES	paiement en espèce	7458011.0	0.0
17/01/2024	DJBAP	Brigade Aéroport Passager	ES	paiement en espèce	13880.0	0.0
17/01/2024	DJEXO	Bureau Exonérations	CH	paiement chèque	765860.0	0.0
17/01/2024	DJEXO	Bureau Exonérations	ES	paiement en espèce	23617.0	0.0
17/01/2024	DJFRZ	Bureau Free Zone	CH	paiement chèque	18570497	0.0
17/01/2024	DJFRZ	Bureau Free Zone	ES	paiement en espèce	764458.0	0.0
17/01/2024	DJGAR	Bureau de la Gare	ES	paiement en espèce	26500.0	0.0
17/01/2024	DJPRT	Bureau du Port	CH	paiement chèque	12950966	0.0
17/01/2024	DJPRT	Bureau du Port	ES	paiement en espèce	17138953	0.0
17/01/2024	DJPTR	Bureau  Hydrocarbures	ES	paiement en espèce	2000.0	0.0
17/01/2024	DJREV	Bureau Révision	CH	paiement chèque	4014053.0	0.0
17/01/2024	DJREV	Bureau Révision	ES	paiement en espèce	1105575.0	0.0
17/01/2024	DJTRS	Bureau Transit	CH	paiement chèque	97000.0	0.0
17/01/2024	DJTRS	Bureau Transit	ES	paiement en espèce	17000.0	0.0
17/01/2024	DJUKB	Bureau UKAB HOLDING 	CH	paiement chèque	24000.0	0.0
17/01/2024	DJUKB	Bureau UKAB HOLDING 	ES	paiement en espèce	20000.0	0.0
17/01/2024	DJZEA	Bureau FZ East Africa Holding	CH	paiement chèque	1146229.0	0.0
17/01/2024	DJZEA	Bureau FZ East Africa Holding	ES	paiement en espèce	11000.0	0.0
17/01/2024	DJZFR	Bureau Zone Franche	CH	paiement chèque	2000.0	0.0
17/01/2024	DJZFR	Bureau Zone Franche	ES	paiement en espèce	2985683.0	0.0
